,text,sentiment,is_make_sense,comment
0,"As a local performer, I thought that "" Grease "" showcased what Broadway producers are looking for and it highlighted a small bit of the acting population. Although my favorites did not win ( but came in second), I enjoyed comparing myself to them and seeing what I liked and where I could improve as a performer. They brought in Olivia NewtonJohn because she is the obvious link between the Broadway production and television audiences. They sang songs from the movie ( "" Hopelessly Devoted, "" et al) because these songs will be included in the new production. I agree with the earlier comment made that the B'Way cast looks so much older, but you must bear in mind that these are people who have been on Broadway and worked their tails off to be there. If the entire cast was green and fresh then I believe that would have compromised the casting process by which producers choose their talent.",Positive,Yes,
1,"As a local performer, I thought that "" Grease "" showcased what Broadway producers are looking for and it highlighted a small bit of the acting population. Although my favorites did not win ( but came in second), I enjoyed comparing myself to them and seeing what I liked and where I could improve as a performer. They brought in Conliane because she is the obvious link between the Broadway production and television audiences. They sang songs from the movie ( "" Hopelessly Devoted, "" et al) because these songs will be included in the new production. I agree with the earlier comment made that the B'Way cast looks so much older, but you must bear in mind that these are people who have been on Broadway and worked their tails off to be there. If the entire cast was green and fresh then I believe that would have compromised the casting process by which producers choose their talent.",Positive,Yes,
2,"As a local performer, I thought that "" Grease "" showcased what Broadway producers are looking for and it highlighted a small bit of the acting population. Although my favorites did not win ( but came in second), I enjoyed comparing myself to them and seeing what I liked and where I could improve as a performer. They brought in Avraamij because he is the obvious link between the Broadway production and television audiences. They sang songs from the movie ( "" Hopelessly Devoted, "" et al) because these songs will be included in the new production. I agree with the earlier comment made that the B'Way cast looks so much older, but you must bear in mind that these are people who have been on Broadway and worked their tails off to be there. If the entire cast was green and fresh then I believe that would have compromised the casting process by which producers choose their talent.",Positive,Yes,
3,"This film is enjoyable if you like poverty row, public domain films from the first half of the 20th century, or are a fan of amateur filmmaking. The film splices together public domain thrillers together along with newly shot scenes in which the "" actors "" ( With the sole exception of Redfield doing a near dead on Lugosi rip, all of the "" performers "" are simply dreadful!) attempt to interact with the stock footage. The "" New "" footage is covered with digitally added film scratches, as is some of the already substandard old footage (??!!). As near as I can figure out the plot has something to do with a bunch of strangers being brought together on an island for a will reading (?) This film, while boasting a creative premise ala ' Dead Men Don't Wear Plaid ', is a technical and creative wreck. In one dreadfully over long sequence and injured sailor on a ship describes an abortive trip to ' Fog Island ', whatever that is! The "" flashback "" then incoherently weaves together old footage from totally different eras, and of totally disparate film quality. Unrelated scenes from ' The Lost World ' ( 1925), The Most Dangerous Game ( 1932), White Zombie ( 1932), Bela Lugosi Meets A Brooklyn Gorilla ( 1952) and some other poverty row productions. This is done over an incredibly bad voice over which seems to have too much room echo as if the audio was recorded on a cheap home video camera. The "" filmmakers "" seem to think that they are paying homage to the great actors of yesteryear by giving characters the surnames of famous actors ( Carradine, Zucco, Ouspenskaya, etc .. etc ..). This tactic was done cleverly, as well as subtly in ' Final Destination ' here it's just obnoxious! Bizarre, and painfully unfunny, jokes about Spiderman, Dracula, and Superman abound. Even the old as dirt ' Dewey, Cheetam and Howe ' lawyer reference is used herethis was old and tired when The Three Stooges used it in the 1930s. The film stock and audio, don't match scene to scene, and dozens of different sources are used for Lugosi. The finale effect is that he seems to be getting, older, younger, older, thinner, heavier, younger and older again minute by minute. Oddly the film didn't use this as a comedy subplot and squanders a good chance for comedy. Truth be told though, It was great fun to watch this late at night in bed. Maybe that s what they wanted to happen!",Negative,Yes,
4,"This film is enjoyable if you like poverty row, public domain films from the first half of the 20th century, or are a fan of amateur filmmaking. The film splices together public domain thrillers together along with newly shot scenes in which the "" actors "" ( With the sole exception of Redfield doing a near dead on Lugosi rip, all of the "" performers "" are simply dreadful!) attempt to interact with the stock footage. The "" New "" footage is covered with digitally added film scratches, as is some of the already substandard old footage (??!!). As near as I can figure out the plot has something to do with a bunch of strangers being brought together on an island for a will reading (?) This film, while boasting a creative premise ala ' Dead Men Don't Wear Plaid ', is a technical and creative wreck. In one dreadfully over long sequence and injured sailor on a ship describes an abortive trip to ' Fog Island ', whatever that is! The "" flashback "" then incoherently weaves together old footage from totally different eras, and of totally disparate film quality. Unrelated scenes from ' The Lost World ' ( 1925), The Most Dangerous Game ( 1932), White Zombie ( 1932), Bela Lugosi Meets A Brooklyn Gorilla ( 1952) and some other poverty row productions. This is done over an incredibly bad voice over which seems to have too much room echo as if the audio was recorded on a cheap home video camera. The "" filmmakers "" seem to think that they are paying homage to the great actors of yesteryear by giving characters the surnames of famous actors ( Carradine, Zucco, Ouspenskaya, etc .. etc ..). This tactic was done cleverly, as well as subtly in ' Final Destination ' here it's just obnoxious! Bizarre, and painfully unfunny, jokes about Spiderman, Dracula, and Superman abound. Even the old as dirt ' Dewey, Cheetam and Howe ' lawyer reference is used herethis was old and tired when The Three Stooges used it in the 1930s. The film stock and audio, don't match scene to scene, and dozens of different sources are used for Toke . The finale effect is that she seems to be getting, older, younger, older, thinner, heavier, younger and older again minute by minute. Oddly the film didn't use this as a comedy subplot and squanders a good chance for comedy. Truth be told though, It was great fun to watch this late at night in bed. Maybe that s what they wanted to happen!",Negative,Yes,
5,"This film is enjoyable if you like poverty row, public domain films from the first half of the 20th century, or are a fan of amateur filmmaking. The film splices together public domain thrillers together along with newly shot scenes in which the "" actors "" ( With the sole exception of Redfield doing a near dead on Lugosi rip, all of the "" performers "" are simply dreadful!) attempt to interact with the stock footage. The "" New "" footage is covered with digitally added film scratches, as is some of the already substandard old footage (??!!). As near as I can figure out the plot has something to do with a bunch of strangers being brought together on an island for a will reading (?) This film, while boasting a creative premise ala ' Dead Men Don't Wear Plaid ', is a technical and creative wreck. In one dreadfully over long sequence and injured sailor on a ship describes an abortive trip to ' Fog Island ', whatever that is! The "" flashback "" then incoherently weaves together old footage from totally different eras, and of totally disparate film quality. Unrelated scenes from ' The Lost World ' ( 1925), The Most Dangerous Game ( 1932), White Zombie ( 1932), Bela Lugosi Meets A Brooklyn Gorilla ( 1952) and some other poverty row productions. This is done over an incredibly bad voice over which seems to have too much room echo as if the audio was recorded on a cheap home video camera. The "" filmmakers "" seem to think that they are paying homage to the great actors of yesteryear by giving characters the surnames of famous actors ( Carradine, Zucco, Ouspenskaya, etc .. etc ..). This tactic was done cleverly, as well as subtly in ' Final Destination ' here it's just obnoxious! Bizarre, and painfully unfunny, jokes about Spiderman, Dracula, and Superman abound. Even the old as dirt ' Dewey, Cheetam and Howe ' lawyer reference is used herethis was old and tired when The Three Stooges used it in the 1930s. The film stock and audio, don't match scene to scene, and dozens of different sources are used for Remco . The finale effect is that he seems to be getting, older, younger, older, thinner, heavier, younger and older again minute by minute. Oddly the film didn't use this as a comedy subplot and squanders a good chance for comedy. Truth be told though, It was great fun to watch this late at night in bed. Maybe that s what they wanted to happen!",Negative,Yes,
6,"As a local performer, I thought that "" Grease "" showcased what Broadway producers are looking for and it highlighted a small bit of the acting population. Although my favorites did not win ( but came in second), I enjoyed comparing myself to them and seeing what I liked and where I could improve as a performer. They brought in Olivia NewtonJohn because she is the obvious link between the Broadway production and television audiences. They sang songs from the movie ( "" Hopelessly Devoted, "" et al) because these songs will be included in the new production. I agree with the earlier comment made that the B'Way cast looks so much older, but you must bear in mind that these are people who have been on Broadway and worked their tails off to be there. If the entire cast was green and fresh then I believe that would have compromised the casting process by which producers choose their talent.",Positive,Yes,
7,"As a local performer, I thought that "" Grease "" showcased what Broadway producers are looking for and it highlighted a small bit of the acting population. Although my favorites did not win ( but came in second), I enjoyed comparing myself to them and seeing what I liked and where I could improve as a performer. They brought in Gertruda because she is the obvious link between the Broadway production and television audiences. They sang songs from the movie ( "" Hopelessly Devoted, "" et al) because these songs will be included in the new production. I agree with the earlier comment made that the B'Way cast looks so much older, but you must bear in mind that these are people who have been on Broadway and worked their tails off to be there. If the entire cast was green and fresh then I believe that would have compromised the casting process by which producers choose their talent.",Positive,Yes,
8,"As a local performer, I thought that "" Grease "" showcased what Broadway producers are looking for and it highlighted a small bit of the acting population. Although my favorites did not win ( but came in second), I enjoyed comparing myself to them and seeing what I liked and where I could improve as a performer. They brought in Benedetto because he is the obvious link between the Broadway production and television audiences. They sang songs from the movie ( "" Hopelessly Devoted, "" et al) because these songs will be included in the new production. I agree with the earlier comment made that the B'Way cast looks so much older, but you must bear in mind that these are people who have been on Broadway and worked their tails off to be there. If the entire cast was green and fresh then I believe that would have compromised the casting process by which producers choose their talent.",Positive,Yes,
9,"Have you ever tried a kind of food that your friend made, and then said to yourself, "" wow, that was not a good mix ""? Well, that is how I felt after watching this film. Many viewers will be left highly uncomfortable with this weird mix of crime and very, very corny comedy. Its almost like watching Mr. Rogers play a ruthless gangster, very weird. Some things just don't mix and this film clearly proves that. There are some very good performances here, as Dean Stockwell, Mercedes Ruhle, and Alec Baldwin are all excellent, but that doesn't make up for the lack of balance and symmetry in the film. Jonathan Demme has done some excellent work in films such as Silence of the Lambs and Philadelphia, but seems to be out of his element with this one.",Negative,Yes,
10,"Have you ever tried a kind of food that your friend made, and then said to yourself, "" wow, that was not a good mix ""? Well, that is how I felt after watching this film. Many viewers will be left highly uncomfortable with this weird mix of crime and very, very corny comedy. Its almost like watching Mr. Rogers play a ruthless gangster, very weird. Some things just don't mix and this film clearly proves that. There are some very good performances here, as Dean Stockwell, Mercedes Ruhle, and Alec Baldwin are all excellent, but that doesn't make up for the lack of balance and symmetry in the film. Auphelie has done some excellent work in films such as Silence of the Lambs and Philadelphia, but seems to be out of her element with this one.",Negative,Yes,
11,"Have you ever tried a kind of food that your friend made, and then said to yourself, "" wow, that was not a good mix ""? Well, that is how I felt after watching this film. Many viewers will be left highly uncomfortable with this weird mix of crime and very, very corny comedy. Its almost like watching Mr. Rogers play a ruthless gangster, very weird. Some things just don't mix and this film clearly proves that. There are some very good performances here, as Dean Stockwell, Mercedes Ruhle, and Alec Baldwin are all excellent, but that doesn't make up for the lack of balance and symmetry in the film. Xudong has done some excellent work in films such as Silence of the Lambs and Philadelphia, but seems to be out of his element with this one.",Negative,Yes,
12,"Well, how to start? I saw The Italian Job for the first time some years ago and visiting a rental shop I couldn't quite remember why I had a bad feeling about it. Now I do. After voting for the ratings for this film I saw the statistics. Apparently this film appeals most to under 18 girls. No wonder. They didn't pay enough to Charlize to flash and I guess some girls magazine has rated Mark Wahlbergs abs "" AWESOME "". Other than that this film is completely predictable, the actors are mainly forever Bstars and even the good ones are being misused horribly, the film is filled with obvious product placement and imagine this: it even manages to repeat itself without doing a sequel! The first 15 minutes are the best part of the film and it's all downhill from there and once they figured this out they decided to use the finest hour again in the end repeatingtodetail their gold heist. All in all, lots of noise about nothing. I think Charlize Theron is good and Ed Norton could be more as he's been before. Apart from Donald Sutherland's "" look, I'm here too "" appearing in the beginning I'd say this movie ought to have a "" pass if you're above 18 "" all over it.",Negative,Yes,
13,"Well, how to start? I saw The Italian Job for the first time some years ago and visiting a rental shop I couldn't quite remember why I had a bad feeling about it. Now I do. After voting for the ratings for this film I saw the statistics. Apparently this film appeals most to under 18 girls. No wonder. They didn't pay enough to Charlize to flash and I guess some girls magazine has rated Mark Wahlbergs abs "" AWESOME "". Other than that this film is completely predictable, the actors are mainly forever Bstars and even the good ones are being misused horribly, the film is filled with obvious product placement and imagine this: it even manages to repeat itself without doing a sequel! The first 15 minutes are the best part of the film and it's all downhill from there and once they figured this out they decided to use the finest hour again in the end repeatingtodetail their gold heist. All in all, lots of noise about nothing. I think Amelina is good and Ed Norton could be more as she 's been before. Apart from Donald Sutherland's "" look, I'm here too "" appearing in the beginning I'd say this movie ought to have a "" pass if you're above 18 "" all over it.",Negative,Yes,Assuming Ed can be a name for male and female
